EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-3.644768817028695;9.274023225242903;-2.4246845203555196;2391;1574;0.00998318090089099;337.9419941555553;277.3227681266331;-13.714693187621307;-9.70737079838206
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-2.4133265597513125;-0.22315650614069302;-2.404030811495287;469;1761;0.0009086871616525853;263.3968752163578;238.12267645784095;-43.67587710775576;-9.098803247074022
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-2.3905085679619376;5.316908304942923;-2.5216256856743686;1878;1674;0.021058766642525855;334.7680632448924;259.9897117122946;-23.47601356775239;-10.972815885088467
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-2.311189622450697;6.378174115962537;-2.5149266543752984;2086;1663;0.0006449083476346573;339.1903527306496;264.7247229678812;-20.428149837155132;-11.216594620708545
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-2.932239510518972;5.3577545612353115;-2.500609136504794;1834;1652;0.002768928928926918;330.2804385211089;260.53576719645844;-22.315204151406025;-10.546919325192471
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-2.8339225874054805;6.415779683436681;-2.500141691020715;2028;1640;0.005102914833537844;335.2973204389275;265.11030119240496;-19.68256782630223;-10.696637742271076
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-3.3638821361561906;0.961631407656004;1.1395516406745656;848;832;0.04731271514776228;284.57655105151207;243.96076558284958;17.722527357421836;4.406885702694754
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-3.3460884876759125;0.3820140515330739;1.115908372056034;682;821;0.027508046903621373;275.2694779587071;241.94508656873026;17.932047730519564;4.31812180553442
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-3.1713772983344044;9.138332692139473;1.199939148927275;2438;944;0.004271093335474504;340.236744090775;276.9920670320431;7.095697828967116;5.40962626183971
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-3.4111446121826305;-0.9149530222010439;0.40646563068543495;248;974;0.0002744289075790974;254.33235408443957;237.90322545965347;6.3821750762770195;1.6670833392713413
EhWGS12F0Hzk1I_K1Oxddw&VPrWU3xJGd7T-cyPBjBQRg;-14.645727630515347;7.880218279040689;0.04309053260763498;1493;1157;0.009178667420320271;297.9389795908576;270.8402483457295;0.14803985631889358;0.20808540543944318
